customer_id,last_purchase,previous_spend,mens,womens,customer_location,newbie,channel,campaign,dm_campaign
256,1/26/2019,1093.92,1,1,Suburban,1,Web,0,
261,1/26/2019,418.81,0,1,Suburban,0,Multichannel,0,
262,6/26/2018,318.52,0,1,Urban,0,Web,10,
263,2/26/2019,109.26,0,1,Suburban,1,Web,10,
264,12/26/2018,67.4,1,0,Suburban,0,Web,15,
265,6/26/2018,135.02,1,0,Suburban,1,Web,10,
266,5/26/2018,54.25,0,1,Suburban,0,Web,15,
270,8/26/2018,329.26,0,1,Urban,0,Web,15,
274,2/26/2019,307.58,1,0,Suburban,0,Multichannel,0,
276,9/26/2018,464.17,0,1,Suburban,0,Multichannel,10,
277,9/26/2018,29.99,1,0,Suburban,1,Web,10,
278,1/26/2019,435.33,0,1,Suburban,0,Web,10,
279,5/26/2018,375.9,0,1,Urban,0,Web,15,
280,6/26/2018,29.99,1,0,Urban,0,Web,15,
281,6/26/2018,220.51,1,0,Urban,0,Multichannel,15,
284,1/26/2019,350.48,1,0,Urban,1,Web,10,
288,7/26/2018,59.76,0,1,Urban,1,Web,15,
289,4/26/2018,29.99,0,1,Suburban,0,Web,10,
290,1/26/2019,407.64,0,1,Urban,1,Web,10,
293,2/26/2019,103.07,1,0,Suburban,0,Web,15,
295,12/26/2018,190.66,0,1,Suburban,1,Web,10,
296,1/26/2019,90.91,1,0,Suburban,0,Web,15,
297,10/26/2018,215.03,0,1,Urban,1,Web,0,
298,2/26/2019,856.4,0,1,Urban,1,Web,0,
300,5/26/2018,245.09,1,0,Urban,0,Multichannel,0,
303,2/26/2019,59.13,1,0,Urban,1,Web,15,
304,12/26/2018,327.1,1,0,Suburban,1,Web,0,
308,11/26/2018,134.24,0,1,Urban,0,Web,15,
309,5/26/2018,290.55,0,1,Suburban,0,Web,15,
310,8/26/2018,29.99,1,0,Suburban,0,Web,0,
311,11/26/2018,87.69,1,0,Suburban,0,Web,15,4
312,5/26/2018,335.77,0,1,Rural,0,Multichannel,10,
313,3/26/2018,465.37,0,1,Rural,1,Multichannel,0,
316,2/26/2019,188.89,0,1,Suburban,1,Web,0,
317,11/26/2018,49.8,1,0,Urban,1,Web,15,
318,8/26/2018,688.51,1,1,Rural,1,Multichannel,10,
319,12/26/2018,229.42,0,1,Rural,0,Multichannel,0,
320,2/26/2019,253.18,0,1,Suburban,0,Multichannel,15,
321,1/26/2019,156.4,0,1,Suburban,0,Web,15,
322,1/26/2019,196.93,0,1,Rural,1,Web,10,
323,11/26/2018,557.47,1,0,Urban,1,Web,0,
326,4/26/2018,140.07,0,1,Urban,1,Web,15,
327,5/26/2018,168.04,1,0,Urban,0,Web,0,
328,10/26/2018,173.65,1,0,Urban,0,Web,10,
331,5/26/2018,29.99,1,0,Urban,0,Web,10,
333,5/26/2018,29.99,0,1,Suburban,0,Web,0,
335,11/26/2018,63.22,1,0,Suburban,0,Web,10,
336,11/26/2018,550.59,1,0,Suburban,1,Web,0,
337,9/26/2018,232.94,1,0,Suburban,1,Multichannel,15,
338,4/26/2018,91.23,1,0,Urban,0,Web,10,
339,1/26/2019,571.53,1,0,Rural,1,Multichannel,10,
340,2/26/2019,169.31,0,1,Rural,1,Web,10,
343,12/26/2018,29.99,1,0,Urban,0,Web,0,
347,5/26/2018,29.99,1,0,Rural,0,Web,15,
348,1/26/2019,373.14,0,1,Urban,0,Multichannel,10,
352,1/26/2019,38.34,1,0,Urban,0,Web,10,
353,10/26/2018,545.73,1,0,Suburban,1,Multichannel,10,
354,11/26/2018,70.39,0,1,Suburban,1,Web,0,
356,6/26/2018,29.99,1,0,Urban,0,Web,10,
357,10/26/2018,556.5,0,1,Rural,1,Web,15,
359,9/26/2018,136.26,0,1,Rural,1,Web,0,
362,1/26/2019,203.52,1,1,Urban,1,Multichannel,0,
364,5/26/2018,320.11,0,1,Rural,0,Web,0,
368,4/26/2018,265.39,0,1,Suburban,0,Multichannel,10,
369,6/26/2018,744.22,1,0,Rural,1,Web,0,
371,10/26/2018,62.49,1,0,Rural,0,Web,0,
373,5/26/2018,333.65,0,1,Suburban,0,Web,0,
375,11/26/2018,300.58,0,1,Suburban,1,Web,10,
377,5/26/2018,357.28,0,1,Suburban,0,Web,10,
383,1/26/2019,86.38,1,0,Urban,1,Web,15,
384,8/26/2018,233.4,1,1,Urban,0,Multichannel,0,
385,1/26/2019,189.67,1,0,Rural,1,Web,10,
386,2/26/2019,1524.15,1,0,Rural,1,Web,0,
387,10/26/2018,544.43,0,1,Urban,1,Web,10,
389,5/26/2018,57.71,0,1,Suburban,0,Web,15,
390,11/26/2018,410.86,0,1,Urban,0,Web,0,
392,6/26/2018,535.17,0,1,Suburban,1,Web,15,
393,12/26/2018,584.63,1,1,Suburban,1,Web,0,
395,12/26/2018,1570.59,1,1,Urban,1,Web,10,
399,6/26/2018,165.62,0,1,Urban,0,Web,0,
400,2/26/2019,686.08,1,1,Urban,1,Web,0,
401,12/26/2018,263.07,0,1,Suburban,0,Web,10,
402,10/26/2018,568.26,0,1,Suburban,1,Multichannel,10,
404,1/26/2019,190.4,0,1,Rural,1,Web,10,
407,8/26/2018,578.35,0,1,Suburban,1,Web,15,
408,8/26/2018,93.33,1,0,Urban,0,Web,0,
410,1/26/2019,762,1,0,Suburban,1,Web,10,
412,1/26/2019,235.19,1,0,Urban,1,Multichannel,10,
414,11/26/2018,474.94,0,1,Urban,1,Web,15,
415,8/26/2018,291.88,1,0,Urban,0,Multichannel,0,
416,12/26/2018,80.51,1,0,Suburban,1,Web,10,
417,1/26/2019,224.69,1,1,Urban,0,Web,10,
419,11/26/2018,553.42,1,0,Rural,1,Web,10,
421,2/26/2019,200.26,1,0,Suburban,0,Multichannel,0,
425,12/26/2018,177.36,0,1,Suburban,1,Web,15,
426,6/26/2018,34.75,1,0,Urban,1,Web,0,
429,2/26/2019,960.02,1,1,Rural,1,Web,0,
430,2/26/2019,100.92,0,1,Urban,1,Web,0,
433,8/26/2018,348.44,0,1,Suburban,1,Web,15,
434,4/26/2018,29.99,0,1,Rural,0,Web,15,
436,12/26/2018,211.88,1,1,Suburban,0,Web,10,
438,4/26/2018,189.23,1,0,Suburban,0,Web,10,
440,11/26/2018,218.92,0,1,Suburban,0,Web,15,
442,1/26/2019,32.18,1,0,Suburban,1,Web,15,
443,8/26/2018,287.73,1,1,Urban,0,Web,0,
445,3/26/2018,98.17,0,1,Suburban,1,Web,0,
447,10/26/2018,728.99,1,0,Urban,1,Web,15,
452,9/26/2018,265.61,0,1,Suburban,1,Multichannel,10,
454,7/26/2018,69.67,1,0,Rural,1,Web,10,
459,12/26/2018,179.31,0,1,Urban,0,Web,0,
460,2/26/2019,101.99,0,1,Suburban,0,Web,10,
461,2/26/2019,290.03,1,1,Urban,0,Web,0,
462,2/26/2019,89.59,0,1,Suburban,1,Web,15,
463,11/26/2018,29.99,0,1,Suburban,1,Web,10,
464,1/26/2019,851.45,1,1,Rural,1,Web,0,
467,6/26/2018,69.9,1,0,Suburban,1,Web,10,
468,8/26/2018,29.99,1,0,Urban,0,Web,0,
470,5/26/2018,29.99,0,1,Urban,0,Web,10,
473,2/26/2019,79.5,0,1,Suburban,0,Web,0,
477,9/26/2018,114.74,1,0,Urban,0,Web,0,
479,2/26/2019,452.72,0,1,Rural,0,Web,10,
480,10/26/2018,29.99,0,1,Urban,0,Web,15,
481,2/26/2019,386.11,1,1,Urban,0,Multichannel,15,
483,9/26/2018,358.77,0,1,Suburban,0,Web,0,
484,10/26/2018,141.74,1,0,Suburban,0,Web,0,
485,6/26/2018,205.33,1,0,Suburban,1,Multichannel,15,
486,2/26/2019,629.85,1,0,Urban,1,Web,15,
490,9/26/2018,64.33,1,0,Rural,0,Web,0,
494,11/26/2018,121.87,1,0,Rural,0,Web,0,
497,11/26/2018,614.83,1,0,Urban,1,Multichannel,0,
498,10/26/2018,103.44,0,1,Rural,1,Web,10,
500,11/26/2018,224.04,1,0,Urban,0,Web,0,
501,12/26/2018,80.65,0,1,Suburban,1,Web,10,
502,12/26/2018,66.47,1,0,Rural,1,Web,15,
504,9/26/2018,528.03,1,1,Urban,1,Multichannel,10,
505,5/26/2018,29.99,1,0,Suburban,0,Web,10,
506,1/26/2019,109.81,1,0,Urban,1,Web,0,
507,5/26/2018,507.15,0,1,Rural,1,Web,10,
508,5/26/2018,161.43,0,1,Suburban,1,Web,0,
509,3/26/2018,90.15,1,0,Suburban,0,Web,15,
513,4/26/2018,301,1,1,Suburban,1,Web,0,
514,1/26/2019,378.5,0,1,Urban,0,Web,15,
517,5/26/2018,375.34,1,0,Rural,0,Web,0,
519,2/26/2019,286.31,1,1,Suburban,0,Web,0,
521,9/26/2018,107.42,0,1,Urban,1,Web,0,
522,2/26/2019,1515.82,1,1,Suburban,1,Multichannel,10,
524,5/26/2018,317.16,1,0,Urban,0,Web,10,
525,8/26/2018,297.6,1,0,Suburban,0,Web,0,
526,5/26/2018,599.06,0,1,Urban,1,Web,10,
527,5/26/2018,29.99,1,0,Urban,0,Web,10,
528,2/26/2019,783.8,1,1,Suburban,1,Web,0,
529,6/26/2018,89.96,1,0,Suburban,0,Web,15,
532,10/26/2018,47.98,0,1,Urban,0,Web,10,
533,7/26/2018,135.67,1,0,Rural,1,Web,15,
534,4/26/2018,504.86,1,0,Rural,1,Multichannel,10,
536,4/26/2018,312.41,1,0,Urban,1,Web,10,
537,6/26/2018,404.03,1,1,Urban,0,Multichannel,0,
538,8/26/2018,251.05,1,0,Suburban,0,Multichannel,10,
539,2/26/2019,30.01,0,1,Urban,1,Web,10,
540,2/26/2019,155.65,1,0,Urban,0,Web,0,
541,3/26/2018,36.67,0,1,Urban,0,Web,15,
543,2/26/2019,563.7,1,0,Suburban,1,Multichannel,15,
546,4/26/2018,206.97,1,0,Suburban,0,Web,15,
549,6/26/2018,108.59,1,0,Rural,1,Web,15,
553,11/26/2018,127.51,1,0,Urban,1,Web,0,
556,3/26/2018,145.27,1,0,Urban,1,Web,15,
557,4/26/2018,112.61,0,1,Urban,0,Web,0,
558,10/26/2018,168.1,1,0,Suburban,0,Web,0,
559,2/26/2019,745.63,1,1,Urban,1,Multichannel,10,
560,9/26/2018,29.99,0,1,Suburban,0,Web,10,
561,10/26/2018,37.79,0,1,Suburban,0,Web,0,
562,7/26/2018,772.55,1,0,Suburban,1,Web,10,
563,11/26/2018,70.16,0,1,Suburban,0,Web,0,1
565,12/26/2018,248.26,0,1,Suburban,1,Multichannel,10,
567,2/26/2019,585.14,1,0,Suburban,1,Multichannel,10,
569,8/26/2018,409.76,1,1,Urban,0,Multichannel,15,
570,6/26/2018,60.15,0,1,Suburban,0,Web,15,
571,2/26/2019,111.37,0,1,Suburban,1,Web,0,
574,1/26/2019,46.47,0,1,Suburban,1,Web,0,
576,6/26/2018,129.29,0,1,Urban,1,Web,0,
577,10/26/2018,150.06,1,0,Rural,1,Web,10,
581,5/26/2018,113.33,0,1,Urban,0,Web,0,
582,11/26/2018,737.33,0,1,Suburban,1,Web,15,
583,3/26/2018,29.99,1,0,Urban,1,Web,15,
584,9/26/2018,1292.1,1,0,Suburban,1,Web,10,
585,4/26/2018,272.89,1,0,Suburban,1,Web,10,
587,4/26/2018,29.99,0,1,Suburban,0,Web,15,
588,8/26/2018,758.59,0,1,Suburban,1,Web,15,
589,11/26/2018,174.55,1,0,Rural,1,Web,15,
591,9/26/2018,334.34,0,1,Rural,0,Multichannel,15,
592,3/26/2018,108.83,1,0,Rural,0,Web,15,
594,5/26/2018,29.99,1,0,Suburban,1,Web,15,
596,7/26/2018,29.99,1,0,Urban,1,Web,0,
597,5/26/2018,102.82,1,0,Suburban,1,Web,15,
600,11/26/2018,85.64,1,0,Suburban,1,Web,10,
601,9/26/2018,161.43,0,1,Suburban,0,Web,15,
602,7/26/2018,346.57,1,0,Urban,1,Web,0,
604,5/26/2018,51.33,1,0,Suburban,1,Web,15,
605,1/26/2019,159.22,0,1,Suburban,0,Web,15,
606,10/26/2018,1079.62,1,1,Suburban,1,Web,0,
607,5/26/2018,29.99,1,0,Suburban,1,Web,0,
608,4/26/2018,43.51,0,1,Suburban,0,Web,0,
609,5/26/2018,163.8,0,1,Urban,1,Web,15,
610,6/26/2018,212.32,1,0,Suburban,0,Multichannel,0,
611,8/26/2018,147.81,1,0,Suburban,1,Web,15,
612,10/26/2018,168.93,1,0,Urban,1,Web,10,
614,2/26/2019,544.98,1,0,Urban,1,Web,0,
616,8/26/2018,508.18,1,0,Urban,1,Web,15,
617,2/26/2019,50.62,1,0,Urban,0,Web,0,
618,2/26/2019,806.91,1,1,Suburban,1,Multichannel,10,
619,10/26/2018,291.17,1,0,Suburban,0,Multichannel,0,
620,9/26/2018,447.01,0,1,Urban,1,Web,10,
621,10/26/2018,777.95,1,0,Suburban,1,Web,0,
623,10/26/2018,30.59,0,1,Urban,1,Web,15,
626,7/26/2018,256.83,0,1,Urban,1,Web,0,
627,8/26/2018,462.7,0,1,Suburban,1,Multichannel,0,
628,8/26/2018,489.49,1,0,Rural,1,Web,0,
629,2/26/2019,352.99,1,0,Urban,0,Web,10,
632,10/26/2018,54.14,0,1,Suburban,1,Web,10,
637,2/26/2019,368.01,0,1,Urban,0,Web,0,
643,1/26/2019,44.37,0,1,Suburban,0,Web,15,
644,2/26/2019,539.96,0,1,Suburban,1,Web,10,
651,8/26/2018,78.57,1,0,Urban,1,Web,10,
653,6/26/2018,162.44,1,0,Urban,0,Web,10,
654,5/26/2018,226.15,0,1,Suburban,1,Multichannel,15,
655,5/26/2018,29.99,1,0,Urban,0,Web,10,
656,6/26/2018,179.43,0,1,Urban,0,Web,10,
657,9/26/2018,549.78,1,0,Suburban,1,Web,15,
659,2/26/2019,61.08,0,1,Rural,0,Web,10,
661,11/26/2018,316.87,0,1,Urban,1,Web,15,
665,6/26/2018,127.38,1,0,Suburban,0,Web,10,
666,6/26/2018,29.99,0,1,Suburban,1,Web,15,
667,6/26/2018,29.99,0,1,Urban,1,Web,0,
668,2/26/2019,70.17,1,0,Suburban,0,Web,0,
672,4/26/2018,92.28,0,1,Suburban,1,Web,10,
673,11/26/2018,209.79,0,1,Rural,0,Multichannel,15,
675,1/26/2019,152.95,0,1,Suburban,0,Web,0,
676,10/26/2018,427.17,1,1,Urban,0,Web,0,
677,2/26/2019,163.58,0,1,Urban,0,Web,10,
681,8/26/2018,151.91,0,1,Suburban,1,Web,10,
682,2/26/2019,148.57,0,1,Urban,0,Web,10,
684,10/26/2018,663.14,1,1,Suburban,1,Multichannel,10,
685,11/26/2018,383.9,0,1,Suburban,0,Web,10,
686,1/26/2019,227.46,1,0,Urban,0,Web,0,
687,7/26/2018,212.27,0,1,Urban,1,Multichannel,10,
689,8/26/2018,208.25,0,1,Suburban,1,Multichannel,10,
690,3/26/2018,88.65,1,0,Suburban,0,Web,15,
692,1/26/2019,454.04,1,0,Suburban,0,Web,10,
693,2/26/2019,29.99,0,1,Urban,0,Web,10,
696,5/26/2018,119.63,0,1,Rural,0,Web,15,
697,11/26/2018,317.96,0,1,Urban,0,Web,0,
699,11/26/2018,186.97,1,0,Urban,1,Web,0,
700,10/26/2018,226.84,0,1,Suburban,1,Multichannel,0,
701,12/26/2018,351.2,1,0,Suburban,0,Multichannel,10,
702,1/26/2019,458.41,0,1,Suburban,0,Multichannel,15,
703,10/26/2018,135.64,1,0,Urban,0,Web,15,
705,6/26/2018,158.91,1,0,Rural,1,Web,10,
706,2/26/2019,478.49,0,1,Suburban,0,Multichannel,10,
709,2/26/2019,303.34,1,1,Urban,0,Web,15,
711,6/26/2018,35.4,0,1,Suburban,1,Web,0,
712,8/26/2018,38.9,0,1,Suburban,1,Web,10,
713,10/26/2018,46.09,1,0,Urban,0,Web,0,
715,1/26/2019,584.37,1,0,Urban,1,Multichannel,15,
719,12/26/2018,314.67,1,0,Rural,1,Web,0,
720,10/26/2018,306.21,0,1,Suburban,0,Web,10,
721,11/26/2018,72.38,1,0,Rural,1,Web,10,
724,9/26/2018,178.37,1,0,Suburban,1,Web,15,
725,2/26/2019,522.77,1,0,Suburban,1,Multichannel,0,
727,9/26/2018,569.14,0,1,Suburban,1,Web,0,
729,2/26/2019,29.99,0,1,Urban,0,Web,0,
731,5/26/2018,161.65,1,0,Suburban,0,Web,10,
732,4/26/2018,568.56,1,1,Urban,1,Multichannel,10,
734,1/26/2019,269.13,0,1,Suburban,0,Multichannel,10,
737,8/26/2018,340.72,1,0,Urban,0,Web,15,
739,12/26/2018,1118.27,1,1,Suburban,1,Multichannel,10,
740,1/26/2019,214.95,0,1,Rural,1,Web,10,
743,9/26/2018,263.84,0,1,Rural,1,Web,10,
748,12/26/2018,222.8,1,0,Urban,0,Web,15,
749,2/26/2019,29.99,1,0,Rural,1,Web,15,
750,2/26/2019,313.98,0,1,Suburban,0,Web,0,
751,9/26/2018,105.87,1,0,Suburban,1,Web,15,
752,10/26/2018,29.99,0,1,Suburban,1,Web,10,
755,8/26/2018,29.99,1,0,Rural,1,Web,10,
756,2/26/2019,29.99,1,0,Suburban,0,Web,15,
757,8/26/2018,56.46,1,0,Urban,1,Web,10,
758,11/26/2018,110.29,0,1,Urban,0,Web,0,
759,5/26/2018,300.6,1,1,Urban,0,Multichannel,15,
760,12/26/2018,29.99,0,1,Suburban,1,Web,10,
761,6/26/2018,174.64,0,1,Urban,1,Web,0,
762,10/26/2018,771.92,0,1,Suburban,1,Multichannel,0,
763,2/26/2019,215.23,1,0,Urban,1,Multichannel,10,
764,8/26/2018,192.12,1,0,Urban,0,Web,0,2
765,9/26/2018,40.02,0,1,Suburban,0,Web,0,
766,7/26/2018,29.99,1,0,Suburban,0,Web,10,
767,5/26/2018,275.04,1,0,Rural,0,Web,0,
769,12/26/2018,454,0,1,Urban,0,Multichannel,15,
772,2/26/2019,1311.69,1,1,Suburban,1,Multichannel,10,
775,2/26/2019,406.33,0,1,Suburban,0,Web,15,
776,4/26/2018,98.05,0,1,Suburban,1,Web,15,
778,2/26/2019,29.99,0,1,Suburban,0,Web,0,
779,7/26/2018,29.99,1,0,Suburban,1,Web,0,
780,2/26/2019,586.52,1,0,Rural,1,Multichannel,0,
781,7/26/2018,286.25,0,1,Urban,1,Multichannel,10,
782,5/26/2018,89.45,1,0,Suburban,1,Web,0,
783,7/26/2018,194.81,1,0,Urban,1,Web,10,
790,2/26/2019,485.53,1,0,Urban,0,Web,10,
791,2/26/2019,398.71,1,0,Rural,0,Web,10,
792,6/26/2018,46.56,1,0,Suburban,0,Web,15,
