customer_id,conversion,spend
492,0,0
493,0,0
495,1,2213.06
496,0,0
499,0,0
503,0,0
510,1,2177.74
511,1,2865.63
512,0,0
515,1,2373.35
516,0,0
518,0,0
520,1,2917.06
523,0,0
530,0,0
531,0,0
535,1,2556.01
542,0,0
544,1,2164.37
545,1,1256.68
547,1,811.94
548,0,0
550,1,694.51
551,0,0
552,0,0
554,0,0
555,1,1899.82
564,0,0
566,0,0
568,1,118.39
572,0,0
573,0,0
575,1,884.69
578,1,714.24
579,0,0
580,1,884.19
586,1,335.88
590,0,0
593,1,877.68
595,1,847.03
598,0,0
599,1,1524.26
603,1,615.6
613,1,2467.81
615,1,1526.67
622,1,2520.04
624,1,2659.46
625,1,664.39
630,0,0
631,0,0
633,0,0
634,1,645.53
635,0,0
636,0,0
638,1,1107.07
639,0,0
640,1,1203.22
641,0,0
642,0,0
645,0,0
646,0,0
647,0,0
648,1,3236.37
649,1,3307.46
650,1,1852.7
652,1,265.76
658,0,0
660,1,367.96
662,0,0
663,1,2816
664,1,544.78
669,1,295.01
670,0,0
671,1,1237.9
674,0,0
678,1,648.25
679,0,0
680,1,1224.74
683,1,3300.43
688,0,0
691,0,0
694,0,0
695,0,0
698,0,0
704,0,0
707,0,0
708,1,1679.28
710,0,0
714,1,694.05
716,0,0
717,0,0
718,0,0
722,1,2075.78
723,0,0
726,0,0
728,1,2826.28
730,1,2116.66
733,1,1591.49
735,0,0
736,0,0
738,0,0
741,0,0
742,1,472.42
744,0,0
745,1,3192.18
746,0,0
747,1,355.49
753,1,2966.75
754,0,0
768,1,1727.89
770,1,3108.97
771,1,2174.83
773,1,790.95
774,1,2947.3
777,0,0
784,0,0
785,0,0
786,1,1788.11
787,0,0
788,0,0
789,0,0
793,0,0
794,1,3111.17
795,1,687.08
797,0,0
798,0,0
800,0,0
803,1,3339.59
804,1,1976.77
805,0,0
807,0,0
808,0,0
813,1,692.03
815,0,0
816,1,2689.01
817,0,0
820,0,0
822,1,986.43
824,1,2364.37
825,0,0
826,0,0
827,0,0
833,1,2920.68
835,0,0
839,1,3324.77
841,0,0
843,0,0
844,0,0
846,0,0
848,1,2090.02
849,1,1565.84
850,0,0
851,0,0
852,0,0
853,0,0
854,1,2614.17
855,0,0
857,0,0
858,1,29.99
859,1,58.13
861,1,1784.77
866,0,0
867,0,0
868,1,2152.3
869,0,0
870,0,0
872,0,0
878,0,0
880,0,0
882,1,2652.81
883,1,2731.13
884,0,0
887,1,552.1
890,1,1338.9
895,0,0
898,1,3.19
906,0,0
907,0,0
908,1,271.18
909,0,0
910,0,0
912,1,2920.14
913,0,0
914,0,0
915,1,851.19
917,0,0
921,0,0
922,1,1487.93
924,0,0
926,1,1417.43
929,0,0
932,1,815.08
933,1,766.21
934,0,0
937,0,0
940,0,0
944,1,1177.62
945,0,0
946,1,2885.63
947,1,591.54
948,0,0
949,1,1544.04
950,0,0
951,1,867.06
952,1,2932.32
954,1,1386.69
956,0,0
958,0,0
960,1,1498.51
963,0,0
969,1,513.35
971,0,0
978,0,0
980,1,2579.1
981,0,0
993,1,2646.33
999,0,0
1003,0,0
1007,0,0
1008,1,1381.28
1011,0,0
1013,0,0
1018,0,0
1024,0,0
1030,0,0
1034,0,0
1035,0,0
1036,0,0
1038,1,3053.16
1040,1,2591.65
1041,0,0
1043,1,1936.41
1044,0,0
1046,1,2206.29
1051,0,0
1053,1,2485.95
1054,0,0
1056,0,0
1057,1,1839.9
1059,0,0
1062,0,0
1063,0,0
1067,1,518.47
1070,0,0
1071,0,0
1074,1,2513.18
1082,1,885.29
1083,0,0
1084,1,667.26
1085,0,0
1092,1,1987.01
1093,1,32.17
1096,1,809.41
1099,0,0
1100,1,3301.93
1102,1,2914.93
1103,1,3043.94
1106,1,2927.65
1107,0,0
1112,1,2822.34
1113,1,330.63
1115,0,0
1117,1,2301.25
1121,0,0
1124,0,0
1125,1,163.3
1128,0,0
1129,1,3095.44
1130,0,0
1137,1,2.9
1138,0,0
1139,1,2272.36
1142,1,3225.3
1145,0,0
1148,0,0
1153,1,1917.4
1156,0,0
1157,1,2575.89
1158,1,1531.64
1160,1,1842.27
1161,1,1242.6
1162,0,0
1170,0,0
1172,0,0
1173,0,0
1174,0,0
1176,1,2159.86
1177,0,0
1179,0,0
1181,0,0
1185,0,0
1188,1,1236.35
1190,0,0
1193,1,3051.82
1196,0,0
1202,1,702.28
1203,1,665.8
1206,1,1075.34
1213,0,0
1214,0,0
1216,0,0
1220,1,267.17
1234,0,0
1236,0,0
1237,0,0
1238,0,0
1239,1,1962.39
1240,0,0
1242,1,1496.62
1244,0,0
1246,1,3198.61
1247,1,1173.3
1248,0,0
1250,1,1559.25
1252,1,3133.11
1254,0,0
1257,0,0
1260,0,0
1263,1,2278.57
1266,1,2807.62
1267,0,0
1270,1,526.16
1271,0,0
1273,0,0
1274,1,986.33
1275,0,0
1277,1,742.36
1279,1,1024.76
1283,1,2097.69
1285,1,61.16
1296,0,0
1300,1,1565.36
1301,0,0
1302,0,0
1307,0,0
1312,0,0
1314,1,2031.7
1315,0,0
1316,0,0
1317,1,1967.91
1322,0,0
1323,0,0
1326,0,0
1328,0,0
1331,1,3170.99
1332,0,0
1333,0,0
1335,0,0
1337,0,0
1339,1,2358.2
1340,1,267.64
1341,0,0
1343,1,2248.29
1344,0,0
1345,0,0
1350,0,0
1354,1,2697.8
1359,0,0
1362,0,0
1363,0,0
1364,1,2925.25
1366,0,0
1368,0,0
1369,0,0
1371,0,0
1373,1,1362.7
1376,0,0
1378,1,2374.72
1379,0,0
1381,0,0
1382,1,3144.18
1384,1,1262.14
1386,0,0
1387,0,0
1389,1,599.77
1390,1,2121.51
1392,0,0
1395,0,0
1396,0,0
1397,1,1270.02
1400,1,598.77
1402,0,0
1404,0,0
1408,0,0
1409,0,0
1410,0,0
1414,0,0
1418,0,0
1419,0,0
1420,0,0
1424,1,2546.16
1425,0,0
1427,1,1267.64
1429,1,345.29
1430,0,0
1434,0,0
1438,0,0
1441,1,3195.12
1443,0,0
1444,1,2512.99
1449,1,2142.42
1450,0,0
1455,1,2704.45
1459,0,0
1462,1,429.38
1467,0,0
1468,1,2933.8
1469,0,0
1471,0,0
1476,0,0
1477,1,30.68
1478,0,0
1481,1,2327.39
1482,1,1628.59
1485,1,707.73
1487,0,0
1488,1,337.17
1494,1,3039.76
1495,1,474.03
1498,0,0
1499,1,1722.47
1500,0,0
1501,1,2595.65
1502,0,0
1505,0,0
1506,0,0
1507,0,0
1508,1,3243.39
1513,1,3069.65
1515,0,0
1516,0,0
1518,1,2484.78
1519,0,0
1523,1,524.02
1525,0,0
1529,1,1893.45
1531,1,2293.95
1533,1,2505.18
1535,0,0
1537,1,2823.59
1541,1,274.44
1542,0,0
1544,0,0
1545,0,0
1547,1,2930.31
1548,1,1451.07
1549,1,2951.9
1553,1,3328.27
1560,1,2266.08
1561,0,0
1566,0,0
1571,0,0
1575,1,1541.19
1576,1,1243.68
1578,0,0
1580,0,0
1582,0,0
1584,0,0
1585,0,0
1587,1,2841.15
1590,0,0
1595,0,0
1597,0,0
1601,0,0
1603,1,471.56
1604,0,0
1605,0,0
1606,1,65.45
1608,1,345.83
1610,1,3100.23
1611,1,18.99
1612,0,0
1615,0,0
1616,0,0
1622,1,161.44
1623,0,0
1624,0,0
1626,0,0
1628,0,0
1629,0,0
1631,0,0
1636,1,764.27
1637,0,0
1640,1,620.6
1641,1,1230.43
1642,0,0
1643,0,0
1644,1,1561.6
1645,1,997.31
1648,1,1893.26
1649,0,0
1652,1,680.03
1654,0,0
1655,0,0
1656,0,0
1658,1,1745.89
1659,0,0
1664,1,2140.3
1667,1,1253.53
1668,1,665.13
1669,0,0
1670,1,972.4
1683,1,914.69
1684,1,36.16
1686,1,2172.96
1689,0,0
1690,0,0
1691,1,983.27
1694,1,3080.03
1698,1,1174.45
1699,1,389.88
1700,0,0
1702,1,2924.93
1703,1,1570.27
1706,0,0
1707,0,0
1708,1,1797.39
1714,0,0
1715,0,0
1717,0,0
1723,1,1853.54
1725,0,0
1727,0,0
1729,1,1482.89
1730,0,0
1733,0,0
1736,0,0
1738,1,2440.75
1739,0,0
1740,0,0
1750,1,1277.46
1752,1,1656.7
1753,0,0
1754,1,1257.78
1756,0,0
1760,0,0
1761,0,0
1762,0,0
1764,0,0
1766,1,2043.89
1771,0,0
1772,0,0
1773,0,0
1778,1,1594.67
1781,0,0
1782,0,0
1783,1,438.73
1784,1,2781.63
1785,1,458.61
1786,0,0
1788,1,2940.96
1791,0,0
1792,1,2491.23
1799,1,996.76
1800,0,0
1804,0,0
1806,0,0
1807,1,2573.08
1809,0,0
1810,0,0
1812,0,0
1813,0,0
1815,1,1207.44
1816,1,3262.25
1817,1,2842.22
1825,1,678.08
1826,0,0
1827,0,0
1828,1,1937.25
1830,1,3011.38
1832,0,0
1835,0,0
1841,0,0
1845,1,2241.59
1847,0,0
1849,0,0
1852,1,1790.03
1853,1,112.3
1855,0,0
1857,0,0
1858,0,0
1859,1,1272.2
1860,0,0
1861,0,0
1862,0,0
1863,0,0
1865,1,1206.8
1866,0,0
1868,1,1768.63
1872,0,0
1873,0,0
1875,1,2533.07
1876,0,0
1878,0,0
1880,0,0
1884,0,0
1885,0,0
1887,0,0
1888,0,0
1890,0,0
1892,1,3309.98
1896,0,0
1897,0,0
1902,1,1107.13
1903,0,0
1906,1,256.55
1908,1,1310.88
1911,1,2267.65
1913,0,0
1914,1,156.55
1916,1,3100.39
1922,0,0
1924,0,0
1930,0,0
1935,0,0
1937,0,0
1938,0,0
1942,0,0
1943,1,2938.09
1944,0,0
1947,0,0
1949,1,871.87
1951,0,0
1952,1,2556.26
1959,0,0
1967,1,2990.93
1968,1,29.56
1969,0,0
1971,1,1900.76
1973,0,0
1974,1,307.08
1976,0,0
1979,0,0
1980,1,2940.45
1981,0,0
1982,1,2134.47
1983,0,0
1984,0,0
1985,1,803.43
1986,1,2381.06
1989,0,0
1994,0,0
1995,0,0
1997,0,0
1998,1,2012.36
2001,0,0
2004,1,766.71
2007,0,0
2011,0,0
2016,0,0
2017,0,0
2019,0,0
2020,0,0
2022,1,1433.33
2024,0,0
2028,1,421.23
2031,0,0
2032,1,2768.88
2033,0,0
2034,0,0
2035,1,840.06
2036,0,0
2037,1,1880.34
2038,1,2663.91
2041,0,0
2043,0,0
2045,1,139.91
2046,1,2688.35
2048,0,0
2049,0,0
2051,0,0
2052,1,607.7
2053,1,3176.17
2059,0,0
2061,0,0
2062,0,0
2064,0,0
2065,1,208.24
2066,1,2774.68
2068,0,0
2073,1,1580.25
2077,0,0
2081,0,0
2082,1,1808.72
2089,0,0
2090,0,0
2092,0,0
2094,0,0
2099,1,1381.82
2100,0,0
2102,0,0
2104,0,0
2105,0,0
2110,0,0
2111,1,196.98
2113,0,0
2116,0,0
2118,0,0
2121,0,0
2123,0,0
2127,0,0
2128,0,0
2129,1,2824.53
2130,1,701.03
2132,1,2582.39
2135,1,1010.69
2137,1,2663.86
2138,0,0
2142,0,0
2143,0,0
2144,0,0
2150,1,1278.33
2151,0,0
2154,0,0
2155,0,0
2156,0,0
2159,1,1037.44
2163,0,0
2166,0,0
2169,0,0
2172,1,2388.97
2173,1,1450.39
2174,0,0
2175,0,0
2178,0,0
2179,0,0
2183,0,0
2185,0,0
2189,1,1736.22
2195,0,0
2196,0,0
2199,1,1347.19
2200,0,0
2202,0,0
2204,1,2142.59
2205,1,2568.47
2206,0,0
2207,1,856.2
2209,0,0
2216,1,642.64
2217,0,0
2218,0,0
2219,1,1912.79
2220,0,0
2222,0,0
2232,0,0
2233,0,0
2234,1,29.99
2235,0,0
2237,0,0
2239,1,440.24
2241,1,429.78
2245,1,3260.55
2247,0,0
2250,0,0
2252,1,1630.26
2256,1,2178.62
2258,1,1723.42
2259,0,0
2264,0,0
2265,0,0
2267,1,2876.32
2269,1,763.01
2272,1,1691.33
2273,1,218.11
2276,1,2838.13
2279,1,2608.11
2286,0,0
2287,0,0
2290,1,899.59
2293,1,1741.62
2294,0,0
2296,0,0
2299,1,1200.83
2301,0,0
2303,0,0
2304,1,2091.64
2306,0,0
2307,0,0
2309,0,0
2312,0,0
2314,0,0
2316,1,1977.27
2318,0,0
2320,0,0
2321,0,0
2322,0,0
2329,0,0
2331,1,3178.19
2336,0,0
2338,1,1531.32
2341,1,1461.71
2342,0,0
2345,0,0
2346,1,64.5
2348,0,0
2349,0,0
2351,0,0
2353,0,0
2355,1,2790.92
2356,0,0
2358,0,0
2362,0,0
2363,1,2605.62
2367,0,0
2373,1,2706.61
2375,0,0
2381,0,0
2382,1,2883.11
2383,0,0
2388,0,0
2389,0,0
2390,0,0
2391,1,1682.64
2392,1,2614.86
2393,0,0
2406,0,0
2407,1,125.81
2410,0,0
2411,0,0
2412,0,0
2413,0,0
2414,0,0
2415,0,0
2417,1,8.34
2421,0,0
2426,1,1821.75
2427,0,0
2430,0,0
2431,0,0
2433,0,0
2436,0,0
2438,0,0
2439,1,697.53
2440,0,0
2443,0,0
2444,1,1985.7
2445,0,0
2447,0,0
2448,0,0
2449,1,1796.03
2451,0,0
2453,0,0
2458,0,0
2459,0,0
2464,0,0
2465,0,0
2467,0,0
2468,0,0
2472,0,0
2474,1,2339.53
2475,1,995.16
2479,1,553.92
2481,0,0
2487,1,1324.05
2488,0,0
2491,1,2065.87
2494,0,0
2502,1,1150.04
2505,0,0
2506,1,3212.72
2507,0,0
2508,1,3084.28
2513,0,0
2514,0,0
2515,0,0
2517,1,2120.82
2521,1,670.94
2522,0,0
2523,0,0
2525,1,1776.48
2526,1,1047.09
2528,1,1898.84
2529,1,2.21
2531,0,0
2532,1,1336
2533,1,1784.16
2535,0,0
2536,0,0
2537,0,0
2538,0,0
2540,0,0
2542,0,0
2544,0,0
2545,0,0
2546,0,0
2550,0,0
2553,0,0
2555,0,0
2559,1,2712.89
2561,1,176.53
2562,0,0
2565,0,0
2567,0,0
2568,0,0
2572,1,2858.02
2573,0,0
2574,0,0
2577,1,1052.61
2578,1,1900.38
2582,1,3169.37
2584,0,0
2588,1,1210.05
2589,0,0
2595,0,0
2597,0,0
2599,1,1922.21
2604,1,97.38
2605,0,0
2606,0,0
2607,1,1256.86
2610,0,0
2612,1,2169.05
2613,0,0
2616,1,316.63
2618,0,0
2621,0,0
2622,0,0
2624,1,1729.18
2625,0,0
2631,0,0
2632,0,0
2638,0,0
2640,0,0
2641,0,0
2642,1,3202.46
2645,1,1752.96
2646,1,2548.3
2647,1,1194.11
2648,0,0
2656,1,3341.78
2658,0,0
2660,1,3300.6
2662,1,2797.93
2663,0,0
2664,1,815.25
2666,0,0
2680,0,0
2682,0,0
2686,0,0
2687,1,1517.83
2688,0,0
2690,0,0
2691,0,0
2692,0,0
2693,1,1611.06
2698,0,0
2701,0,0
2704,0,0
2706,0,0
2711,1,569.44
2714,1,826.4
2715,0,0
2716,1,1858.34
2718,1,1923.87
2720,1,242.24
2724,1,2730.93
2725,0,0
2726,0,0
2729,0,0
2730,1,1818.13
2733,1,689.46
2734,0,0
2736,0,0
2737,1,805.2
2743,1,1836.5
2745,1,2810.76
2747,0,0
2752,1,51.53
2753,0,0
2755,0,0
2756,0,0
2758,1,3002
2762,1,2624.4
2764,1,1422.85
2766,0,0
2767,1,446.29
2769,0,0
2770,0,0
2774,0,0
2775,0,0
2776,1,2443.41
2777,0,0
2781,1,327.92
2782,1,2792.28
2783,1,279.68
2784,0,0
2785,0,0
2789,0,0
2791,0,0
2793,1,748.45
2795,0,0
2797,1,1600.21
2799,0,0
2802,0,0
2803,0,0
2804,1,767.07
2806,0,0
2808,0,0
2811,1,2594.43
2812,1,472.57
2814,1,2411.12
2816,1,2891.71
2821,0,0
2822,1,2827.18
2826,1,89.77
2828,0,0
2834,1,696.76
2835,0,0
2836,0,0
2837,1,1006.36
2838,0,0
2839,0,0
2841,0,0
2842,1,1962
2845,1,808.19
2846,0,0
2847,0,0
2850,1,895.77
2851,0,0
2852,0,0
2853,0,0
2855,0,0
2856,0,0
2858,1,1919.58
2859,0,0
2867,0,0
2870,0,0
2873,0,0
2875,0,0
2876,0,0
2877,0,0
2882,1,420.3
2888,0,0
2889,1,451.86
2891,0,0
2893,1,3218.46
2894,1,686.69
2895,0,0
2896,0,0
2897,0,0
2899,0,0
2900,1,1322.14
2902,0,0
2903,0,0
2905,1,906.45
2907,1,1213.87
2909,1,2501.7
2910,1,1152.9
2911,1,215.54
2915,0,0
2916,0,0
2918,0,0
2920,0,0
2922,0,0
2923,0,0
2924,1,861.35
2925,1,1752.08
2928,0,0
2930,0,0
2931,0,0
2932,1,3203.09
2933,0,0
2936,1,406.35
2938,1,1203.66
2941,0,0
2943,0,0
2946,1,1714.11
2947,1,2526.36
2953,0,0
2955,1,526.17
2958,0,0
2961,1,3317.95
2962,1,75.37
2966,0,0
2968,0,0
2973,1,264.58
2975,0,0
2976,0,0
2977,0,0
2978,0,0
2982,0,0
2985,1,2483.35
2986,0,0
2987,0,0
2988,0,0
2991,1,518.7
2992,0,0
2994,0,0
2995,1,1609.86
2998,0,0
2999,0,0
3000,0,0
3005,0,0
3007,0,0
3010,0,0
3011,0,0
3014,0,0
3015,1,3113.71
3016,0,0
3017,0,0
3019,0,0
3020,0,0
3021,0,0
3022,0,0
3023,1,1792.04
3028,1,3328.02
3033,0,0
3037,1,1839.58
3041,1,2513.59
3046,0,0
3048,0,0
3052,0,0
3053,0,0
3055,0,0
3065,0,0
3066,0,0
3070,0,0
3073,0,0
3074,0,0
3075,1,1792.08
3076,0,0
3083,1,907.04
3084,0,0
3086,1,2409.53
3087,0,0
3092,1,2278.37
3093,1,1071.62
3096,1,2519.97
3097,1,284.44
3102,0,0
3103,1,885.85
3104,0,0
3105,0,0
3106,0,0
3110,1,1694.75
3112,0,0
3113,1,2361.7
3114,0,0
3116,0,0
3118,0,0
3119,0,0
3120,0,0
3121,0,0
3123,0,0
3126,0,0
3129,1,263.05
3130,0,0
3131,1,1523.47
3134,0,0
3135,0,0
3136,0,0
3137,1,238.12
3139,0,0
3140,0,0
3144,0,0
3146,0,0
3147,1,2994.41
3149,1,3016.06
3150,0,0
3152,0,0
3154,0,0
3157,1,1187.1
3159,0,0
3160,0,0
3165,0,0
3167,0,0
3169,0,0
3171,1,1996.94
3176,0,0
3178,0,0
3185,1,2982.78
3186,0,0
3187,1,3181.87
3188,1,2782.86
3189,1,79.5
3190,1,1758.51
3195,0,0
3196,1,3062.3
3201,1,832.75
3202,1,2219.05
3206,0,0
3208,0,0
3209,1,869.81
3211,0,0
3212,1,789.93
3213,0,0
3215,1,2864.49
3217,0,0
3220,0,0
3222,1,992.56
3226,0,0
3227,1,3004.13
3228,1,1551.49
3230,0,0
3233,1,1441.43
3234,0,0
3235,0,0
3236,0,0
3237,1,2343.01
3238,1,1897.43
3239,0,0
3244,0,0
3245,0,0
3247,1,1529.84
3253,0,0
3256,0,0
3259,1,3308.54
3260,0,0
3262,0,0
3264,1,253.04
3266,0,0
3268,1,340.1
3271,0,0
3275,0,0
3276,0,0
3277,1,2967.3
3278,0,0
3279,1,1197.66
3280,1,398.56
3281,1,2685.78
3282,0,0
3283,0,0
3284,0,0
3288,0,0
3291,0,0
3292,1,3079.71
3297,0,0
3298,0,0
3299,0,0
3300,1,2901.82
3302,0,0
3303,1,1901.76
3305,0,0
3314,1,1408.84
3317,1,163.19
3319,0,0
3320,0,0
3321,1,1296.5
3322,1,1637.66
3326,0,0
3328,1,1670.48
3329,0,0
3330,0,0
3334,0,0
3339,1,1779.71
3341,0,0
3348,0,0
3355,0,0
3357,1,848.68
3358,0,0
3360,0,0
3361,0,0
3364,0,0
3371,0,0
3372,1,3208.49
3373,0,0
3376,1,2038.58
3382,0,0
3384,0,0
3385,0,0
3386,0,0
3387,0,0
3391,1,773.62
3392,0,0
3395,0,0
3398,0,0
3400,1,541.09
3403,0,0
3404,0,0
3409,1,2138.01
3410,1,2721.81
3411,0,0
3413,0,0
3414,1,1574.17
3415,1,2976.47
3416,1,122.41
3418,0,0
3421,0,0
3424,0,0
3425,0,0
3427,1,1850.24
3429,0,0
3431,0,0
3432,1,2595.2
3433,0,0
3435,0,0
3436,0,0
3445,1,256.51
3447,0,0
3448,0,0
3450,0,0
3451,1,3301.06
3452,1,2947.17
3453,1,2361.85
3457,0,0
3459,1,2946.97
3460,0,0
3461,1,3014.61
3462,0,0
3463,0,0
3464,0,0
3465,0,0
3467,0,0
3468,0,0
3469,0,0
3471,0,0
3473,1,601.84
3474,1,97.01
3476,0,0
3479,1,2631.37
3482,1,892.15
3483,0,0
3485,1,1469.79
3486,0,0
3489,0,0
3491,0,0
3492,1,2914.66
3494,1,2802.8
3495,0,0
3498,1,2735.49
3500,0,0
3508,0,0
3509,0,0
3510,1,1618.47
3513,0,0
3517,1,1624.94
3518,0,0
3521,0,0
3522,1,196.86
3524,0,0
3525,1,1148.37
3526,0,0
3528,0,0
3530,1,2409.35
3531,0,0
3534,0,0
3536,0,0
3537,0,0
3539,0,0
3540,0,0
3545,1,2025.52
3547,1,65.11
3548,0,0
3549,1,1954.06
3554,0,0
3556,0,0
3557,0,0
3560,0,0
3561,1,1860.08
3563,1,2167.19
3564,0,0
3567,1,2145.35
3568,0,0
3569,0,0
3573,0,0
3574,0,0
3576,0,0
3577,0,0
3578,0,0
3579,1,213.07
3581,0,0
3582,0,0
3584,1,2721.4
3585,0,0
3587,0,0
3588,0,0
3593,1,2495.93
3594,0,0
3595,1,2732.99
3597,1,1259.44
3598,0,0
3606,1,3042.54
3609,0,0
3610,0,0
3611,1,809.48
3613,0,0
3614,0,0
3615,1,69.99
3616,0,0
3619,1,2778.16
3620,1,2826.6
3622,1,394.78
3623,0,0
3624,1,436.48
3627,0,0
3629,0,0
3631,1,3273.07
3633,0,0
3635,0,0
3636,0,0
3638,0,0
3640,0,0
3641,0,0
3642,1,406.17
3647,1,996.29
3651,0,0
3652,0,0
3653,0,0
3655,1,47.1
3656,0,0
3663,0,0
3664,1,2605.59
3666,0,0
3667,1,2586.82
3673,1,2511.88
3674,0,0
3677,0,0
3678,1,1745.49
3679,0,0
3685,1,1515.79
3687,1,1894.94
3689,0,0
3692,0,0
3694,0,0
3695,1,2346.67
3697,1,1691.37
3698,0,0
3699,0,0
3701,0,0
3707,0,0
3708,0,0
3709,1,1910.25
3710,1,1344.18
3712,1,1921.53
3715,1,2470.07
3716,0,0
3717,0,0
3718,0,0
3721,1,976.01
3723,0,0
3724,1,2859.64
3725,1,543.32
3728,1,2925.77
3729,1,1167.88
3732,1,610.19
3733,1,17.49
3734,1,57.05
3740,1,2751.01
3741,0,0
3742,0,0
3747,1,517.78
3749,1,942.12
3753,0,0
3757,1,2123.82
3758,0,0
3759,1,1243.42
3761,1,3042.84
3763,0,0
3764,1,1982.2
3767,1,3114.26
3768,0,0
3769,1,3339.51
3770,1,389.03
3771,0,0
3772,0,0
3773,1,1384.13
3774,0,0
3776,0,0
3779,0,0
3784,0,0
3786,1,3286.05
3787,1,814.85
3789,1,248.78
3790,0,0
3791,1,987.03
3793,1,2081.65
3794,0,0
3797,0,0
3798,0,0
3799,1,3313.94
3800,1,96.88
3801,1,76.62
3802,1,1895.77
3803,1,1917.47
3805,0,0
3809,0,0
3811,1,3004.55
3817,0,0
3819,0,0
3820,0,0
3821,1,2011.02
3822,0,0
3826,1,634.7
3827,0,0
3829,0,0
3830,0,0
3832,0,0
3833,1,1291.97
3837,0,0
3838,1,1004.05
3848,1,416.77
3851,0,0
3852,1,1211.5
3853,1,3319.31
3854,0,0
3856,1,1613.93
3858,0,0
3860,0,0
3861,1,687.31
3866,0,0
3867,0,0
3870,1,1814.46
3871,1,2041.3
3875,0,0
3876,1,781.62
3877,0,0
3878,1,1893.13
3881,1,30.6
3882,1,774.74
3887,1,3135.71
3889,0,0
3891,0,0
3892,0,0
3894,0,0
3898,1,176.84
3901,0,0
3902,1,1271.14
3904,0,0
3906,0,0
3908,0,0
3910,0,0
3914,1,2633.35
3919,1,2587.5
3923,1,34.05
3925,1,1779.24
3926,1,3093.14
3927,1,2277.26
3928,0,0
3929,1,3273.34
3931,1,340.94
3937,0,0
3940,1,1044.2
3942,1,2022.25
3943,1,673.5
3947,0,0
3948,0,0
3950,0,0
3951,0,0
3954,1,1795.52
3955,1,2053.79
3958,0,0
3966,0,0
3967,0,0
3970,0,0
3973,0,0
3975,0,0
3976,1,787.42
3977,0,0
3979,0,0
3981,1,3329.7
3983,1,1690.57
3985,1,2308.04
3987,0,0
3989,0,0
3991,1,7.99
3992,0,0
3993,1,1673.75
3995,1,1180.93
3996,1,759.75
3997,1,2898.17
3998,1,352.38
4000,0,0
4002,0,0
4003,0,0
4004,0,0
4006,1,29.99
4007,0,0
4008,1,310.41
4009,1,1839.3
4010,0,0
