customer_id,last_purchase,previous_spend,mens,womens,customer_location,newbie,channel,campaign,dm_campaign
114,1/26/2019,287.04,1,1,Urban,1,Mobile,10,
117,4/26/2018,35.43,1,0,Urban,1,Mobile,15,
119,12/26/2018,313.6,0,1,Suburbs,0,Mobile,0,
120,2/26/2019,117.27,0,1,Rural,0,Mobile,15,
123,12/26/2018,683.2,1,1,Rural,1,Multichannel,0,
129,4/26/2018,316.23,1,0,Urban,1,Mobile,15,
130,3/26/2018,253.06,0,1,Suburbs,0,Mobile,10,
131,6/26/2018,329.96,0,1,Suburbs,1,Mobile,0,
132,8/26/2018,185.73,1,0,Suburbs,0,Mobile,15,
135,6/26/2018,123.39,1,0,Urban,0,Mobile,10,
136,12/26/2018,249.71,1,0,Suburbs,0,Mobile,0,
139,5/26/2018,77.37,1,0,Suburbs,0,Mobile,10,
140,11/26/2018,270.24,1,0,Urban,1,Mobile,0,
141,6/26/2018,228.8,1,0,Suburbs,0,Multichannel,15,
142,12/26/2018,80.18,0,1,Urban,0,Mobile,10,
144,6/26/2018,162.59,0,1,Urban,0,Mobile,15,
145,3/26/2018,87.62,1,0,Urban,1,Mobile,15,
146,12/26/2018,29.99,1,0,Suburbs,0,Mobile,15,
150,1/26/2019,29.99,0,1,Suburbs,0,Mobile,15,
151,8/26/2018,206.8,1,0,Suburbs,0,Mobile,10,
153,2/26/2019,439.93,1,1,Rural,1,Multichannel,0,
154,5/26/2018,313.67,1,0,Rural,1,Mobile,10,
157,1/26/2019,289.55,0,1,Rural,0,Mobile,0,
158,10/26/2018,29.99,0,1,Suburbs,1,Mobile,15,
160,2/26/2019,293.37,1,0,Suburbs,0,Mobile,0,
161,3/26/2018,29.99,1,0,Urban,1,Mobile,0,
163,2/26/2019,142.4,0,1,Suburbs,0,Mobile,0,
167,11/26/2018,1089.77,1,0,Urban,1,Multichannel,15,
173,2/26/2019,790.36,1,1,Urban,1,Multichannel,15,
177,12/26/2018,39.83,0,1,Urban,1,Mobile,15,
178,5/26/2018,153.58,1,0,Suburbs,0,Mobile,10,
179,10/26/2018,269.99,1,1,Suburbs,0,Mobile,15,
181,11/26/2018,292.61,1,0,Suburbs,0,Multichannel,0,
189,6/26/2018,311.81,1,0,Urban,0,Multichannel,10,
190,2/26/2019,720.17,1,1,Urban,1,Mobile,15,
191,11/26/2018,69.08,0,1,Urban,0,Mobile,15,
194,5/26/2018,307.64,0,1,Urban,0,Multichannel,15,
198,10/26/2018,425.1,1,0,Rural,1,Mobile,15,
200,11/26/2018,413.46,0,1,Rural,0,Mobile,10,
201,8/26/2018,32.42,1,0,Suburbs,0,Mobile,0,
202,5/26/2018,170.32,1,0,Urban,1,Mobile,10,
204,4/26/2018,223.39,1,0,Rural,1,Mobile,10,
205,2/26/2019,506.51,1,0,Urban,1,Multichannel,0,
206,7/26/2018,575.62,1,1,Urban,1,Multichannel,15,
209,2/26/2019,29.99,1,0,Rural,1,Mobile,10,
210,7/26/2018,428,1,0,Suburbs,1,Multichannel,0,
211,9/26/2018,604.39,1,1,Urban,1,Mobile,0,
212,7/26/2018,171.88,1,0,Suburbs,0,Mobile,0,
213,11/26/2018,370.86,0,1,Suburbs,0,Multichannel,10,
218,5/26/2018,88.37,0,1,Urban,0,Mobile,10,
219,7/26/2018,336.76,0,1,Suburbs,0,Mobile,15,
220,2/26/2019,60.71,0,1,Rural,1,Mobile,10,
222,11/26/2018,52.12,1,0,Urban,0,Mobile,15,
223,8/26/2018,406.7,0,1,Suburbs,1,Mobile,15,
224,9/26/2018,277.81,1,0,Suburbs,1,Multichannel,0,
228,10/26/2018,439.26,1,0,Suburbs,0,Multichannel,10,
232,1/26/2019,591.95,0,1,Urban,1,Multichannel,10,
233,7/26/2018,130.31,1,0,Suburbs,1,Mobile,0,
235,5/26/2018,132.46,1,0,Urban,0,Mobile,10,
238,7/26/2018,104.94,0,1,Urban,0,Mobile,0,
240,5/26/2018,47.47,0,1,Suburbs,0,Mobile,10,
242,1/26/2019,224.89,1,1,Urban,0,Multichannel,0,
243,6/26/2018,201.75,1,1,Suburbs,0,Mobile,10,
247,10/26/2018,159.41,0,1,Suburbs,1,Mobile,10,
249,11/26/2018,87.2,0,1,Suburbs,1,Mobile,10,
252,2/26/2019,513.83,0,1,Suburbs,1,Multichannel,15,
253,11/26/2018,770.38,0,1,Rural,1,Multichannel,0,
255,1/26/2019,56.25,1,0,Suburbs,1,Mobile,15,
257,2/26/2019,752.8,1,1,Urban,1,Mobile,0,
258,1/26/2019,199.95,1,0,Suburbs,1,Mobile,0,
259,6/26/2018,239.91,0,1,Rural,0,Mobile,0,
260,7/26/2018,43.16,0,1,Urban,1,Mobile,0,
261,1/26/2019,418.81,0,1,Suburbs,0,Multichannel,0,
267,12/26/2018,55.34,1,0,Suburbs,1,Mobile,10,
268,11/26/2018,297.8,1,1,Urban,0,Mobile,10,
269,11/26/2018,146.49,0,1,Suburbs,0,Mobile,10,
271,2/26/2019,29.99,1,0,Rural,1,Mobile,15,
272,11/26/2018,249.61,0,1,Urban,1,Mobile,10,
273,10/26/2018,39.52,1,0,Suburbs,1,Mobile,15,
274,2/26/2019,307.58,1,0,Suburbs,0,Multichannel,0,
275,9/26/2018,92.32,0,1,Urban,0,Mobile,15,
276,9/26/2018,464.17,0,1,Suburbs,0,Multichannel,10,
281,6/26/2018,220.51,1,0,Urban,0,Multichannel,15,
282,10/26/2018,180.28,0,1,Suburbs,0,Mobile,10,
283,9/26/2018,78.69,0,1,Suburbs,0,Mobile,15,
285,12/26/2018,376.14,1,0,Suburbs,0,Mobile,0,
286,2/26/2019,179.63,1,0,Suburbs,0,Mobile,15,
287,9/26/2018,164.51,1,0,Suburbs,0,Mobile,10,
291,2/26/2019,143,0,1,Urban,0,Mobile,10,
292,11/26/2018,320.17,0,1,Urban,1,Mobile,15,
294,5/26/2018,35.84,1,0,Urban,1,Mobile,0,
299,5/26/2018,139.83,1,0,Urban,1,Mobile,15,
300,5/26/2018,245.09,1,0,Urban,0,Multichannel,0,
301,9/26/2018,127.2,0,1,Suburbs,0,Mobile,0,
302,2/26/2019,470.65,1,0,Urban,0,Mobile,15,
305,2/26/2019,399.72,1,1,Suburbs,0,Mobile,15,
306,12/26/2018,29.99,1,0,Urban,0,Mobile,0,
307,9/26/2018,398.03,1,1,Suburbs,0,Mobile,0,
312,5/26/2018,335.77,0,1,Rural,0,Multichannel,10,
313,3/26/2018,465.37,0,1,Rural,1,Multichannel,0,
314,3/26/2018,75.26,1,0,Urban,1,Mobile,10,
315,5/26/2018,327.18,0,1,Urban,0,Mobile,10,
318,8/26/2018,688.51,1,1,Rural,1,Multichannel,10,
319,12/26/2018,229.42,0,1,Rural,0,Multichannel,0,
320,2/26/2019,253.18,0,1,Suburbs,0,Multichannel,15,
324,3/26/2018,177.66,1,0,Suburbs,0,Mobile,10,
325,6/26/2018,29.99,0,1,Suburbs,0,Mobile,10,
329,11/26/2018,164.7,1,0,Suburbs,0,Mobile,0,
330,1/26/2019,57.53,1,0,Urban,1,Mobile,0,
332,12/26/2018,188.19,1,0,Urban,0,Mobile,15,
334,2/26/2019,35.23,1,0,Urban,1,Mobile,15,
337,9/26/2018,232.94,1,0,Suburbs,1,Multichannel,15,
339,1/26/2019,571.53,1,0,Rural,1,Multichannel,10,
341,5/26/2018,205.88,1,0,Urban,0,Mobile,0,
342,2/26/2019,1281.48,1,0,Urban,1,Mobile,15,
344,12/26/2018,542.16,1,0,Urban,1,Mobile,15,
345,8/26/2018,424.6,0,1,Suburbs,1,Mobile,10,
346,9/26/2018,507.25,0,1,Urban,1,Mobile,15,
348,1/26/2019,373.14,0,1,Urban,0,Multichannel,10,
349,8/26/2018,60.02,1,0,Suburbs,1,Mobile,15,
350,2/26/2019,68.5,0,1,Urban,0,Mobile,0,
351,4/26/2018,37.45,0,1,Urban,0,Mobile,0,
353,10/26/2018,545.73,1,0,Suburbs,1,Multichannel,10,
355,9/26/2018,98.8,0,1,Rural,1,Mobile,15,
358,11/26/2018,29.99,1,0,Urban,0,Mobile,10,
360,1/26/2019,936.63,1,0,Urban,1,Mobile,10,
361,6/26/2018,172.14,0,1,Urban,0,Mobile,15,
362,1/26/2019,203.52,1,1,Urban,1,Multichannel,0,
363,2/26/2019,422.81,0,1,Urban,0,Mobile,10,
365,3/26/2018,29.99,0,1,Suburbs,0,Mobile,10,
366,7/26/2018,267.25,0,1,Suburbs,0,Mobile,15,
367,4/26/2018,164.9,0,1,Suburbs,0,Mobile,10,
368,4/26/2018,265.39,0,1,Suburbs,0,Multichannel,10,
370,12/26/2018,99.25,1,0,Suburbs,1,Mobile,0,
372,11/26/2018,72.66,0,1,Suburbs,1,Mobile,15,
374,8/26/2018,340.18,0,1,Urban,0,Mobile,0,
376,5/26/2018,62.63,0,1,Suburbs,1,Mobile,15,
378,10/26/2018,283.55,1,0,Urban,1,Mobile,0,
379,6/26/2018,48.93,1,0,Rural,1,Mobile,10,
380,6/26/2018,54.34,1,0,Suburbs,0,Mobile,15,
381,10/26/2018,247.82,1,0,Urban,0,Mobile,15,
382,4/26/2018,178.56,1,0,Urban,0,Mobile,15,
384,8/26/2018,233.4,1,1,Urban,0,Multichannel,0,
388,7/26/2018,60.69,1,0,Urban,1,Mobile,10,
391,9/26/2018,40.24,1,0,Suburbs,1,Mobile,15,
394,2/26/2019,29.99,1,0,Urban,1,Mobile,15,
396,10/26/2018,119.47,1,0,Suburbs,0,Mobile,0,
397,8/26/2018,68.86,0,1,Suburbs,0,Mobile,0,
398,12/26/2018,68.81,0,1,Urban,0,Mobile,15,
402,10/26/2018,568.26,0,1,Suburbs,1,Multichannel,10,
403,8/26/2018,145.89,0,1,Urban,0,Mobile,0,
405,10/26/2018,964.59,0,1,Suburbs,1,Mobile,0,
406,5/26/2018,158.55,0,1,Suburbs,0,Mobile,10,
409,6/26/2018,157.76,1,0,Urban,0,Mobile,10,
411,10/26/2018,29.99,1,0,Suburbs,0,Mobile,10,
412,1/26/2019,235.19,1,0,Urban,1,Multichannel,10,
413,10/26/2018,42.3,0,1,Urban,0,Mobile,0,
415,8/26/2018,291.88,1,0,Urban,0,Multichannel,0,
418,9/26/2018,32.17,1,0,Urban,1,Mobile,15,
420,2/26/2019,219.3,0,1,Suburbs,0,Mobile,10,
421,2/26/2019,200.26,1,0,Suburbs,0,Multichannel,0,
422,7/26/2018,1137.96,0,1,Suburbs,1,Mobile,15,
423,7/26/2018,29.99,0,1,Urban,1,Mobile,10,
424,6/26/2018,51.53,1,0,Suburbs,1,Mobile,0,
427,7/26/2018,402.84,1,0,Suburbs,0,Mobile,0,
428,2/26/2019,276.21,1,0,Suburbs,0,Mobile,0,
431,8/26/2018,770.87,1,1,Urban,1,Mobile,10,
432,8/26/2018,63.95,1,0,Urban,1,Mobile,10,
435,12/26/2018,216.08,0,1,Urban,0,Mobile,0,
437,6/26/2018,129.46,1,0,Urban,1,Mobile,15,
439,5/26/2018,149.31,0,1,Rural,1,Mobile,10,
441,12/26/2018,109.34,0,1,Suburbs,0,Mobile,15,
444,11/26/2018,29.99,0,1,Urban,1,Mobile,0,
446,12/26/2018,297.33,0,1,Urban,0,Mobile,10,
448,6/26/2018,483.16,1,1,Urban,0,Mobile,15,
449,11/26/2018,93.36,1,0,Suburbs,1,Mobile,0,
450,1/26/2019,542.34,0,1,Urban,1,Mobile,0,
451,6/26/2018,44.68,1,0,Urban,0,Mobile,0,
452,9/26/2018,265.61,0,1,Suburbs,1,Multichannel,10,
453,11/26/2018,184.47,1,0,Rural,0,Mobile,10,
455,1/26/2019,188.03,1,0,Urban,1,Mobile,0,
456,2/26/2019,1873.15,0,1,Urban,1,Mobile,10,
457,2/26/2019,132.46,1,0,Urban,0,Mobile,0,
458,7/26/2018,167.05,0,1,Urban,0,Mobile,0,
465,2/26/2019,248.43,1,0,Suburbs,1,Mobile,0,
466,12/26/2018,141.2,0,1,Suburbs,1,Mobile,0,
469,9/26/2018,113.6,1,0,Suburbs,1,Mobile,0,
471,6/26/2018,302.52,1,0,Urban,0,Mobile,15,
472,12/26/2018,73.99,0,1,Suburbs,0,Mobile,0,
474,3/26/2018,103.6,1,0,Rural,0,Mobile,0,
475,2/26/2019,137.29,0,1,Urban,0,Mobile,0,
476,7/26/2018,34.8,0,1,Suburbs,1,Mobile,10,
478,7/26/2018,244.94,1,0,Suburbs,0,Mobile,10,
481,2/26/2019,386.11,1,1,Urban,0,Multichannel,15,
482,7/26/2018,45.78,1,0,Suburbs,0,Mobile,0,
485,6/26/2018,205.33,1,0,Suburbs,1,Multichannel,15,
487,6/26/2018,64.09,1,0,Suburbs,0,Mobile,10,
488,11/26/2018,162.56,0,1,Urban,1,Mobile,10,
489,6/26/2018,383.77,0,1,Suburbs,1,Mobile,15,
491,4/26/2018,143.65,0,1,Urban,1,Mobile,10,
492,3/26/2018,63.28,1,0,Urban,1,Mobile,15,
493,9/26/2018,108.83,1,0,Urban,0,Mobile,15,
495,5/26/2018,489.29,0,1,Suburbs,0,Mobile,15,
496,1/26/2019,199.97,0,1,Suburbs,0,Mobile,15,
497,11/26/2018,614.83,1,0,Urban,1,Multichannel,0,
499,6/26/2018,199.38,0,1,Urban,1,Mobile,15,
503,6/26/2018,33.63,0,1,Rural,0,Mobile,0,
504,9/26/2018,528.03,1,1,Urban,1,Multichannel,10,
510,2/26/2019,567.13,0,1,Rural,1,Mobile,10,
511,2/26/2019,681.12,1,0,Rural,1,Mobile,15,
512,6/26/2018,198.54,0,1,Urban,0,Mobile,0,
515,5/26/2018,131.95,0,1,Suburbs,0,Mobile,0,
516,9/26/2018,179.51,0,1,Urban,0,Mobile,10,
518,7/26/2018,29.99,1,0,Suburbs,0,Mobile,10,
520,8/26/2018,600.13,1,1,Urban,1,Mobile,0,
522,2/26/2019,1515.82,1,1,Suburbs,1,Multichannel,10,
523,1/26/2019,102.99,0,1,Suburbs,0,Mobile,0,
530,7/26/2018,155.75,0,1,Urban,1,Mobile,0,
531,4/26/2018,29.99,1,0,Suburbs,1,Mobile,10,
534,4/26/2018,504.86,1,0,Rural,1,Multichannel,10,
535,2/26/2019,904.58,0,1,Suburbs,1,Mobile,10,
537,6/26/2018,404.03,1,1,Urban,0,Multichannel,0,
538,8/26/2018,251.05,1,0,Suburbs,0,Multichannel,10,
542,3/26/2018,49.27,1,0,Urban,1,Mobile,10,
543,2/26/2019,563.7,1,0,Suburbs,1,Multichannel,15,
544,9/26/2018,265.2,1,0,Suburbs,0,Mobile,15,
545,2/26/2019,357.56,0,1,Suburbs,0,Mobile,0,
547,8/26/2018,1222.53,1,1,Rural,1,Mobile,15,
548,10/26/2018,67.55,1,0,Suburbs,0,Mobile,15,
550,2/26/2019,615.04,1,1,Suburbs,1,Mobile,0,
551,8/26/2018,153.17,1,0,Rural,0,Mobile,15,
552,6/26/2018,40.16,1,0,Urban,1,Mobile,10,
554,7/26/2018,60.9,0,1,Rural,1,Mobile,0,
555,2/26/2019,234.17,1,0,Rural,1,Mobile,0,
559,2/26/2019,745.63,1,1,Urban,1,Multichannel,10,
564,8/26/2018,115.07,0,1,Suburbs,0,Mobile,10,
565,12/26/2018,248.26,0,1,Suburbs,1,Multichannel,10,
566,9/26/2018,65.1,1,0,Urban,0,Mobile,15,
567,2/26/2019,585.14,1,0,Suburbs,1,Multichannel,10,
568,6/26/2018,297.59,0,1,Suburbs,1,Mobile,15,
569,8/26/2018,409.76,1,1,Urban,0,Multichannel,15,
572,8/26/2018,29.99,0,1,Urban,0,Mobile,0,
573,2/26/2019,87,0,1,Rural,1,Mobile,15,
575,4/26/2018,297.25,0,1,Urban,1,Mobile,10,
578,12/26/2018,708.62,0,1,Suburbs,1,Mobile,15,
579,12/26/2018,29.99,1,0,Urban,1,Mobile,15,
580,1/26/2019,531.69,0,1,Urban,1,Mobile,10,
586,11/26/2018,302.86,0,1,Suburbs,1,Mobile,10,
590,6/26/2018,76.72,1,0,Suburbs,0,Mobile,0,
591,9/26/2018,334.34,0,1,Rural,0,Multichannel,15,
593,5/26/2018,319.45,0,1,Urban,0,Mobile,15,
595,12/26/2018,367.27,0,1,Suburbs,1,Mobile,0,
598,5/26/2018,189.02,0,1,Rural,1,Mobile,10,
599,11/26/2018,739.84,1,0,Urban,1,Mobile,15,
603,8/26/2018,729.01,0,1,Rural,1,Mobile,0,
610,6/26/2018,212.32,1,0,Suburbs,0,Multichannel,0,
613,9/26/2018,1462.5,1,0,Urban,1,Mobile,10,
615,4/26/2018,322.87,0,1,Rural,0,Mobile,10,
618,2/26/2019,806.91,1,1,Suburbs,1,Multichannel,10,
619,10/26/2018,291.17,1,0,Suburbs,0,Multichannel,0,
622,6/26/2018,174.11,1,0,Suburbs,0,Mobile,10,
624,11/26/2018,305.76,0,1,Suburbs,0,Mobile,0,
625,7/26/2018,29.99,0,1,Suburbs,0,Mobile,0,
627,8/26/2018,462.7,0,1,Suburbs,1,Multichannel,0,
630,12/26/2018,54.79,1,0,Suburbs,0,Mobile,10,
631,6/26/2018,29.99,0,1,Suburbs,0,Mobile,0,
633,12/26/2018,104,0,1,Urban,0,Mobile,10,
634,1/26/2019,231.27,0,1,Urban,1,Mobile,0,
635,1/26/2019,50.37,1,0,Urban,0,Mobile,15,
636,6/26/2018,189.33,1,0,Urban,1,Mobile,0,
638,2/26/2019,331.21,1,0,Rural,1,Mobile,0,
639,1/26/2019,186.51,0,1,Suburbs,0,Mobile,15,
640,6/26/2018,433.89,0,1,Rural,0,Mobile,15,
641,7/26/2018,90.62,1,0,Urban,0,Mobile,0,
642,8/26/2018,29.99,1,0,Suburbs,0,Mobile,10,
645,12/26/2018,43,1,0,Urban,0,Mobile,0,
646,5/26/2018,145.73,0,1,Urban,1,Mobile,0,
647,12/26/2018,80.86,1,0,Rural,1,Mobile,0,
648,6/26/2018,646.2,1,0,Urban,1,Mobile,10,
649,2/26/2019,585.22,1,0,Urban,1,Mobile,10,
650,1/26/2019,202.92,0,1,Suburbs,0,Mobile,15,
652,2/26/2019,735.63,1,0,Rural,1,Mobile,10,
654,5/26/2018,226.15,0,1,Suburbs,1,Multichannel,15,
658,6/26/2018,34.72,0,1,Suburbs,1,Mobile,0,
660,2/26/2019,92.29,0,1,Rural,1,Mobile,0,
662,1/26/2019,189.02,0,1,Urban,1,Mobile,0,
663,1/26/2019,210.51,0,1,Urban,0,Mobile,15,
664,6/26/2018,301.15,1,1,Suburbs,0,Mobile,15,
669,4/26/2018,262.78,1,0,Urban,1,Mobile,10,
670,5/26/2018,138.83,1,0,Urban,0,Mobile,0,
671,9/26/2018,505.48,1,1,Suburbs,1,Mobile,0,
673,11/26/2018,209.79,0,1,Rural,0,Multichannel,15,
674,12/26/2018,34.22,1,0,Urban,1,Mobile,15,
678,2/26/2019,75.83,1,0,Suburbs,0,Mobile,0,
679,4/26/2018,184.17,1,0,Suburbs,0,Mobile,10,
680,5/26/2018,466.25,0,1,Urban,0,Mobile,0,
683,1/26/2019,200.23,1,0,Suburbs,0,Mobile,10,
684,10/26/2018,663.14,1,1,Suburbs,1,Multichannel,10,
687,7/26/2018,212.27,0,1,Urban,1,Multichannel,10,
688,9/26/2018,97.9,0,1,Suburbs,1,Mobile,15,
689,8/26/2018,208.25,0,1,Suburbs,1,Multichannel,10,
691,5/26/2018,64.55,1,0,Suburbs,1,Mobile,10,
694,8/26/2018,157.63,1,0,Urban,1,Mobile,15,
695,12/26/2018,29.99,0,1,Urban,1,Mobile,15,
698,12/26/2018,138.44,1,0,Urban,1,Mobile,10,
700,10/26/2018,226.84,0,1,Suburbs,1,Multichannel,0,
701,12/26/2018,351.2,1,0,Suburbs,0,Multichannel,10,
702,1/26/2019,458.41,0,1,Suburbs,0,Multichannel,15,
704,5/26/2018,127.29,0,1,Urban,1,Mobile,0,
706,2/26/2019,478.49,0,1,Suburbs,0,Multichannel,10,
707,4/26/2018,138.08,1,0,Urban,0,Mobile,10,
708,2/26/2019,525.42,0,1,Urban,1,Mobile,15,
710,10/26/2018,50.63,1,0,Urban,0,Mobile,15,
714,9/26/2018,333.21,1,0,Urban,1,Mobile,15,
715,1/26/2019,584.37,1,0,Urban,1,Multichannel,15,
716,9/26/2018,29.99,0,1,Urban,1,Mobile,10,
717,11/26/2018,78.96,0,1,Urban,1,Mobile,0,
718,11/26/2018,53.42,0,1,Suburbs,0,Mobile,15,
722,2/26/2019,375.03,1,0,Suburbs,0,Mobile,0,
723,12/26/2018,163.76,1,0,Suburbs,1,Mobile,10,
725,2/26/2019,522.77,1,0,Suburbs,1,Multichannel,0,
726,7/26/2018,59.95,1,0,Urban,0,Mobile,0,
728,11/26/2018,275.27,1,0,Rural,1,Mobile,0,
730,1/26/2019,675.88,1,1,Urban,1,Mobile,15,
732,4/26/2018,568.56,1,1,Urban,1,Multichannel,10,
733,6/26/2018,257.6,1,1,Urban,1,Mobile,0,
734,1/26/2019,269.13,0,1,Suburbs,0,Multichannel,10,
735,3/26/2018,32.51,0,1,Rural,0,Mobile,0,
736,4/26/2018,99.05,1,0,Urban,1,Mobile,0,
738,6/26/2018,100.86,1,0,Suburbs,1,Mobile,15,
739,12/26/2018,1118.27,1,1,Suburbs,1,Multichannel,10,
741,4/26/2018,143.91,0,1,Suburbs,0,Mobile,10,
742,5/26/2018,1097.45,0,1,Suburbs,1,Mobile,0,
744,8/26/2018,45.72,1,0,Urban,0,Mobile,0,
745,1/26/2019,243.5,1,1,Suburbs,0,Mobile,15,
746,7/26/2018,58.28,0,1,Urban,0,Mobile,15,
747,1/26/2019,225.35,1,0,Urban,0,Mobile,0,
753,12/26/2018,244.64,1,0,Suburbs,0,Mobile,10,
754,3/26/2018,49.5,0,1,Suburbs,1,Mobile,10,
759,5/26/2018,300.6,1,1,Urban,0,Multichannel,15,
762,10/26/2018,771.92,0,1,Suburbs,1,Multichannel,0,
763,2/26/2019,215.23,1,0,Urban,1,Multichannel,10,
768,1/26/2019,518.53,0,1,Suburbs,1,Mobile,15,
769,12/26/2018,454,0,1,Urban,0,Multichannel,15,
770,12/26/2018,342.64,0,1,Suburbs,0,Mobile,0,
771,7/26/2018,337.09,1,0,Suburbs,0,Mobile,0,
772,2/26/2019,1311.69,1,1,Suburbs,1,Multichannel,10,
773,2/26/2019,817.36,1,1,Urban,1,Mobile,10,
774,5/26/2018,246.4,1,0,Urban,0,Mobile,10,
777,2/26/2019,186.69,1,0,Suburbs,0,Mobile,10,
780,2/26/2019,586.52,1,0,Rural,1,Multichannel,0,
781,7/26/2018,286.25,0,1,Urban,1,Multichannel,10,
784,5/26/2018,33.57,1,0,Urban,0,Mobile,15,
785,6/26/2018,140.33,1,0,Rural,1,Mobile,10,
786,2/26/2019,382.15,0,1,Urban,0,Mobile,15,
787,10/26/2018,63.2,0,1,Rural,0,Mobile,15,
788,5/26/2018,148.23,0,1,Urban,1,Mobile,0,
789,12/26/2018,123.2,1,0,Urban,1,Mobile,15,
793,6/26/2018,29.99,0,1,Suburbs,0,Mobile,0,
794,2/26/2019,162.82,1,0,Suburbs,0,Mobile,0,
795,1/26/2019,2080.78,1,1,Rural,1,Mobile,10,
797,1/26/2019,180.48,1,0,Urban,0,Mobile,15,
798,8/26/2018,139.53,0,1,Suburbs,1,Mobile,15,
800,5/26/2018,29.99,1,0,Urban,0,Mobile,0,
802,5/26/2018,209.02,0,1,Rural,0,Multichannel,10,
803,2/26/2019,305.09,1,1,Suburbs,0,Mobile,10,
804,1/26/2019,424.44,0,1,Urban,0,Mobile,15,
805,5/26/2018,138.11,0,1,Urban,0,Mobile,10,
806,2/26/2019,804.15,1,1,Suburbs,1,Multichannel,15,
807,4/26/2018,85.29,0,1,Suburbs,0,Mobile,15,
808,6/26/2018,29.99,0,1,Suburbs,1,Mobile,0,
